numbers_of_terms,numbers_of_modes,maximum_lengths_of_terms,maximum_bosonic_occupations,circuit_types,numbers_of_qubits,nonclifford_rotation_counts,left_elbow_counts,right_elbow_counts,rescaling_factors
7894,13,5,7,ASP,103,79448,102822,96588,1777094.9349690753
8421,13,5,7,USP,104,80242,108479,101975,132219488.93373641
8421,13,5,7,ASP,103,83618,108479,101975,2043601.9551256793
8947,13,5,7,USP,104,86376,116896,109886,138681224.78636345
8947,13,5,7,ASP,103,88740,116896,109886,2234111.1288746553
9473,13,5,7,USP,104,88056,119580,112344,148181222.76890716
9473,13,5,7,ASP,103,89968,119580,112344,2311099.6615935857
10000,13,5,7,USP,104,94092,127124,119529,146972132.83641157
10000,13,5,7,ASP,103,95286,127124,119529,2510324.6935404562
1,13,1,15,USP,19,0,4,3,148.63863502004665
1,13,1,15,ASP,18,0,4,3,74.31931751002332
527,13,1,15,USP,103,596,780,702,49976.412413321406
527,13,1,15,ASP,102,696,780,702,8674.573502960578
1053,13,1,15,USP,103,596,780,702,50248.58669001635
1053,13,1,15,ASP,102,696,780,702,6710.002199783952
1579,13,1,15,USP,103,596,780,702,49002.86184982765
1579,13,1,15,ASP,102,696,780,702,8004.595048738933
2106,13,1,15,USP,103,596,780,702,49023.12328406529
2106,13,1,15,ASP,102,696,780,702,8439.365161806709
2632,13,1,15,USP,103,596,780,702,49481.93945841532
2632,13,1,15,ASP,102,696,780,702,8437.819399810822
3158,13,1,15,USP,103,596,780,702,50700.700313352994
3158,13,1,15,ASP,102,696,780,702,8594.0257796035
3684,13,1,15,USP,103,596,780,702,50919.76374881956
3684,13,1,15,ASP,102,696,780,702,8058.999627382523
4211,13,1,15,USP,103,596,780,702,49664.67607762114
4211,13,1,15,ASP,102,696,780,702,7770.234247123355
4737,13,1,15,USP,103,596,780,702,45890.04405712159
4737,13,1,15,ASP,102,696,780,702,7257.948571608115
5263,13,1,15,USP,103,596,780,702,47906.623394980095
5263,13,1,15,ASP,102,696,780,702,7874.286208214375
5789,13,1,15,USP,103,596,780,702,49238.54664457345
5789,13,1,15,ASP,102,696,780,702,7440.572290434935
6316,13,1,15,USP,103,596,780,702,49907.25273732513
6316,13,1,15,ASP,102,696,780,702,7792.30584829636
6842,13,1,15,USP,103,596,780,702,51155.30345285851
6842,13,1,15,ASP,102,696,780,702,8827.422359907674
7368,13,1,15,USP,103,596,780,702,46413.74842968221
7368,13,1,15,ASP,102,696,780,702,7230.1751244346815
7894,13,1,15,USP,103,596,780,702,48923.78608585833
7894,13,1,15,ASP,102,696,780,702,7680.630756557554
8421,13,1,15,USP,103,596,780,702,49671.99064964867
8421,13,1,15,ASP,102,696,780,702,8410.906497306298
8947,13,1,15,USP,103,596,780,702,47824.901154294035
8947,13,1,15,ASP,102,696,780,702,8908.856603263066
9473,13,1,15,USP,103,596,780,702,49965.43179712839
9473,13,1,15,ASP,102,696,780,702,8581.83230594163
10000,13,1,15,USP,103,596,780,702,50853.415975749
10000,13,1,15,ASP,102,696,780,702,8551.542026608657
1,13,2,15,USP,19,0,4,3,41.12004345468341
1,13,2,15,ASP,18,0,4,3,20.560021727341706
527,13,2,15,USP,108,3926,5081,4743,806649.2968746254
527,13,2,15,ASP,107,4274,5081,4743,60851.62850246532
1053,13,2,15,USP,110,6606,8458,7909,1635162.3263176861
1053,13,2,15,ASP,109,7556,8458,7909,106048.86480604883
1579,13,2,15,USP,110,9116,11711,10956,3172962.1219102843
1579,13,2,15,ASP,109,9654,11711,10956,139811.78938692223
2106,13,2,15,USP,110,12492,15866,14904,3113507.848734644
2106,13,2,15,ASP,109,12616,15866,14904,200552.0459286259
2632,13,2,15,USP,112,14304,18427,17251,4207763.67564977
2632,13,2,15,ASP,111,16048,18427,17251,222305.67541400646
3158,13,2,15,USP,112,17622,22366,21037,5470895.67004155
3158,13,2,15,ASP,111,19060,22366,21037,271547.506163717
3684,13,2,15,USP,112,19502,24761,23285,4547815.573015644
3684,13,2,15,ASP,111,20646,24761,23285,294844.1366519391
4211,13,2,15,USP,112,20764,26538,24932,4601053.396183977
4211,13,2,15,ASP,111,21648,26538,24932,335281.43365016027
4737,13,2,15,USP,112,22438,28645,26899,6520159.731175663
4737,13,2,15,ASP,111,23042,28645,26899,364644.3346618192
5263,13,2,15,USP,112,25328,32103,30217,5344407.997587003
5263,13,2,15,ASP,111,25652,32103,30217,421631.4840809995
5789,13,2,15,USP,112,26198,33311,31329,4941529.118235349
5789,13,2,15,ASP,111,26330,33311,31329,428154.3990438224
6316,13,2,15,USP,114,27280,34689,32611,8932544.838270918
6316,13,2,15,ASP,113,31316,34689,32611,448950.91428883333
6842,13,2,15,USP,114,28314,36048,33896,9629355.489647696
6842,13,2,15,ASP,113,32202,36048,33896,466827.6724299994
7368,13,2,15,USP,114,30134,38336,36038,12693504.745971425
7368,13,2,15,ASP,113,33730,38336,36038,512175.0379840665
7894,13,2,15,USP,114,31274,39866,37465,11222651.831133194
7894,13,2,15,ASP,113,34664,39866,37465,505230.24846191757
8421,13,2,15,USP,114,31696,40344,37933,10961688.842831511
8421,13,2,15,ASP,113,35066,40344,37933,518995.5174682226
8947,13,2,15,USP,114,33640,42821,40259,11509613.904996261
8947,13,2,15,ASP,113,36708,42821,40259,567777.7677183769
9473,13,2,15,USP,114,34774,44118,41516,11792124.991228314
9473,13,2,15,ASP,113,37762,44118,41516,597901.6301492434
10000,13,2,15,USP,114,35264,44851,42189,12426778.15186664
10000,13,2,15,ASP,113,38132,44851,42189,623086.3737590819
1,13,3,15,USP,79,32,42,41,1800.6593042739687
1,13,3,15,ASP,78,32,42,41,900.3296521369844
527,13,3,15,USP,109,5938,7557,7147,1930067.4269193455
527,13,3,15,ASP,108,6142,7557,7147,105581.97385580938
1053,13,3,15,USP,111,11360,14441,13694,5909656.91353198
1053,13,3,15,ASP,110,11914,14441,13694,207312.221853626
1579,13,3,15,USP,113,16768,21139,20079,12736482.269024655
1579,13,3,15,ASP,112,18744,21139,20079,296216.5857489352
2106,13,3,15,USP,113,22002,27831,26435,11863380.201375648
2106,13,3,15,ASP,112,23306,27831,26435,449642.01203516027
2632,13,3,15,USP,113,26270,33467,31765,12375576.447502838
2632,13,3,15,ASP,112,26962,33467,31765,504376.96851418354
3158,13,3,15,USP,113,31806,40314,38276,12944458.263642091
3158,13,3,15,ASP,112,31826,40314,38276,645204.8828793304
3684,13,3,15,USP,115,38450,48463,46099,26103688.456583995
3684,13,3,15,ASP,114,41914,48463,46099,734618.4023164461
4211,13,3,15,USP,115,42292,53409,50794,25499877.697446704
4211,13,3,15,ASP,114,45254,53409,50794,827098.3465439874
4737,13,3,15,USP,115,45328,57584,54706,25992844.558959328
4737,13,3,15,ASP,114,47764,57584,54706,857110.3568636705
5263,13,3,15,USP,115,50736,64476,61265,26209575.81259144
5263,13,3,15,ASP,114,52506,64476,61265,983294.0526746254
5789,13,3,15,USP,115,54810,69436,66021,25959045.78101176
5789,13,3,15,ASP,114,56172,69436,66021,1057699.2158027687
6316,13,3,15,USP,115,59168,74859,71191,26113440.48876524
6316,13,3,15,ASP,114,60024,74859,71191,1219528.4490904876
6842,13,3,15,USP,115,65762,82993,79015,26180370.061992522
6842,13,3,15,ASP,114,65998,82993,79015,1287320.90781619
7368,13,3,15,USP,117,68668,86849,82623,61192520.145889185
7368,13,3,15,ASP,116,76600,86849,82623,1360486.9170143842
7894,13,3,15,USP,117,72230,91534,87075,51555714.17446558
7894,13,3,15,ASP,116,79696,91534,87075,1376844.6581151695
8421,13,3,15,USP,117,76478,96902,92188,52196795.522619784
8421,13,3,15,ASP,116,83434,96902,92188,1546935.5792994741
8947,13,3,15,USP,117,82360,104100,99110,51219655.51678337
8947,13,3,15,ASP,116,88764,104100,99110,1621454.2175010233
9473,13,3,15,USP,117,84214,106772,101578,52156839.035097316
9473,13,3,15,ASP,116,90210,106772,101578,1688301.4970031988
10000,13,3,15,USP,117,89966,113491,108104,75628810.46114294
10000,13,3,15,ASP,116,95576,113491,108104,1869520.6901919325
1,13,4,15,USP,79,32,42,41,2124.3863441182866
1,13,4,15,ASP,78,32,42,41,1062.1931720591433
527,13,4,15,USP,109,7778,9851,9387,12089855.790083915
527,13,4,15,ASP,108,7874,9851,9387,229006.43660370845
1053,13,4,15,USP,112,15712,19788,18914,12521694.020071186
1053,13,4,15,ASP,111,16012,19788,18914,384424.409583309
1579,13,4,15,USP,114,21784,27517,26305,51769121.35728392
1579,13,4,15,ASP,113,23456,27517,26305,502267.16084731306
2106,13,4,15,USP,114,29784,37531,35886,47431203.42336129
2106,13,4,15,ASP,113,30590,37531,35886,784229.788101988
2632,13,4,15,USP,114,37146,46857,44842,40525256.26025966
2632,13,4,15,ASP,113,37212,46857,44842,958447.7591418643
3158,13,4,15,USP,116,42744,53909,51558,103726881.71970421
3158,13,4,15,ASP,115,46234,53909,51558,985713.6348374769
3684,13,4,15,USP,116,49852,62909,60169,97691103.0661042
3684,13,4,15,ASP,115,52564,62909,60169,1279023.0491085893
4211,13,4,15,USP,116,58022,73078,69943,104772259.64523831
4211,13,4,15,ASP,115,59944,73078,69943,1418578.472335525
4737,13,4,15,USP,116,62670,79404,75954,94703862.46188681
4737,13,4,15,ASP,115,63962,79404,75954,1530661.8717174854
5263,13,4,15,USP,116,70776,89589,85725,104384739.46933486
5263,13,4,15,ASP,115,71240,89589,85725,1890998.1159535113
5789,13,4,15,USP,118,77672,97945,93806,200103292.0973171
5789,13,4,15,ASP,117,85778,97945,93806,2017175.727448801
6316,13,4,15,USP,118,84166,106374,101841,201231973.45006067
6316,13,4,15,ASP,117,91484,106374,101841,2177809.8608602025
6842,13,4,15,USP,118,88356,111794,106979,190448581.1442544
6842,13,4,15,ASP,117,95110,111794,106979,2255644.6286492883
7368,13,4,15,USP,118,96956,122330,117147,206561380.79817843
7368,13,4,15,ASP,117,102974,122330,117147,2443408.0182683277
7894,13,4,15,USP,118,106014,133587,127995,203187166.87877125
7894,13,4,15,ASP,117,111214,133587,127995,2740608.444653462
8421,13,4,15,USP,118,111046,139727,133919,204057531.89436826
8421,13,4,15,ASP,117,115814,139727,133919,2975176.5388610046
8947,13,4,15,USP,118,115200,145329,139189,206904540.22897142
8947,13,4,15,ASP,117,119304,145329,139189,2811820.229969577
9473,13,4,15,USP,118,123290,155445,148933,204304950.61621708
9473,13,4,15,ASP,117,126650,155445,148933,3213121.771991891
10000,13,4,15,USP,118,128998,162697,155895,208509078.3620295
10000,13,4,15,ASP,117,131778,162697,155895,3415937.011187776
1,13,5,15,USP,92,32,44,43,862.1972629537377
1,13,5,15,ASP,91,32,44,43,431.09863147686883
527,13,5,15,USP,110,9388,11840,11356,12385435.636217726
527,13,5,15,ASP,109,9444,11840,11356,314410.0157567391
1053,13,5,15,USP,112,19166,24025,23094,25272903.679692153
1053,13,5,15,ASP,111,19352,24025,23094,697595.1780954553
1579,13,5,15,USP,115,28860,36062,34695,78812217.17220996
1579,13,5,15,ASP,114,30222,36062,34695,1081653.819265845
2106,13,5,15,USP,114,36066,45557,43784,62198651.636053056
2106,13,5,15,ASP,113,36616,45557,43784,1229349.5497589132
2632,13,5,15,USP,117,45202,56929,54736,216241633.57367963
2632,13,5,15,ASP,116,49008,56929,54736,1475476.7754566276
3158,13,5,15,USP,117,53114,66961,64360,140304496.01980305
3158,13,5,15,ASP,116,56104,66961,64360,1826784.4363875322
3684,13,5,15,USP,117,62298,78413,75425,382252551.85460365
3684,13,5,15,ASP,116,64514,78413,75425,2101571.900995245
4211,13,5,15,USP,116,70998,89403,85991,366224092.8974716
4211,13,5,15,ASP,115,72366,89403,85991,2613368.7617404205
4737,13,5,15,USP,117,80054,100513,96733,372084923.7092893
4737,13,5,15,ASP,116,80686,100513,96733,3141005.261719423
5263,13,5,15,USP,119,88566,111387,107173,815875782.9823692
5263,13,5,15,ASP,118,96522,111387,107173,3114854.5387045806
5789,13,5,15,USP,119,99884,125376,120698,442184846.94822
5789,13,5,15,ASP,118,106912,125376,120698,3760176.7035219464
6316,13,5,15,USP,119,106246,133537,128555,813494295.0729833
6316,13,5,15,ASP,118,112666,133537,128555,3853998.278438815
6842,13,5,15,USP,119,117164,146924,141460,566987879.8077409
6842,13,5,15,ASP,118,122620,146924,141460,4281187.702068819
7368,13,5,15,USP,118,122944,154585,148807,298568023.2189455
7368,13,5,15,ASP,117,127772,154585,148807,4231275.639919018
7894,13,5,15,USP,119,132072,165664,159500,821125593.9960091
7894,13,5,15,ASP,118,136128,165664,159500,5076394.802499106
8421,13,5,15,USP,119,141188,177155,170595,644429209.2304518
8421,13,5,15,ASP,118,144452,177155,170595,4991696.56448265
8947,13,5,15,USP,119,149962,188293,181288,788817422.7076397
8947,13,5,15,ASP,118,152336,188293,181288,5420451.843721541
9473,13,5,15,USP,119,157554,197903,190592,825030096.1072509
9473,13,5,15,ASP,118,159316,197903,190592,5774550.193038623
10000,13,5,15,USP,119,163332,205458,197814,838458939.0978087
10000,13,5,15,ASP,118,164428,205458,197814,6099260.973774372
1,5,1,1,USP,12,2,5,4,168.6713076631095
1,5,1,1,ASP,11,2,5,4,84.33565383155475
527,5,1,1,USP,30,88,130,100,4243.900994760211
527,5,1,1,ASP,29,92,130,100,2001.0714689589795
1053,5,1,1,USP,30,88,130,100,4002.0670206854425
1053,5,1,1,ASP,29,92,130,100,1819.982236482879
1579,5,1,1,USP,30,88,130,100,3714.2497277627035
1579,5,1,1,ASP,29,92,130,100,1744.9970375257972
2106,5,1,1,USP,30,88,130,100,4017.769665638836
2106,5,1,1,ASP,29,92,130,100,1553.928295243433
2632,5,1,1,USP,30,88,130,100,4341.662968638587
2632,5,1,1,ASP,29,92,130,100,1628.772558064256
3158,5,1,1,USP,30,88,130,100,3939.6126941770626
3158,5,1,1,ASP,29,92,130,100,1554.4862033143243
3684,5,1,1,USP,30,88,130,100,4388.465871340858
3684,5,1,1,ASP,29,92,130,100,1850.9289258004521
4211,5,1,1,USP,30,88,130,100,3810.150477689827
4211,5,1,1,ASP,29,92,130,100,1578.7682801358471
4737,5,1,1,USP,30,88,130,100,4291.668827803806
4737,5,1,1,ASP,29,92,130,100,1737.0246096913997
5263,5,1,1,USP,30,88,130,100,4130.456186086046
5263,5,1,1,ASP,29,92,130,100,1648.2106693560734
5789,5,1,1,USP,30,88,130,100,4373.2183728792215
5789,5,1,1,ASP,29,92,130,100,1800.8898683496518
6316,5,1,1,USP,30,88,130,100,4524.63863254806
6316,5,1,1,ASP,29,92,130,100,1544.3780201886098
6842,5,1,1,USP,30,88,130,100,4100.472927903708
6842,5,1,1,ASP,29,92,130,100,1557.9519732394533
7368,5,1,1,USP,30,88,130,100,3840.1030860723904
7368,5,1,1,ASP,29,92,130,100,1339.7843937395933
7894,5,1,1,USP,30,88,130,100,3609.3675463549844
7894,5,1,1,ASP,29,92,130,100,1492.0051629661264
8421,5,1,1,USP,30,88,130,100,4409.968184813738
8421,5,1,1,ASP,29,92,130,100,1702.5940282291406
8947,5,1,1,USP,30,88,130,100,4111.545753836023
8947,5,1,1,ASP,29,92,130,100,1826.753337690109
9473,5,1,1,USP,30,88,130,100,3883.92273458671
9473,5,1,1,ASP,29,92,130,100,1734.6086517898407
10000,5,1,1,USP,30,88,130,100,3984.4067648025607
10000,5,1,1,ASP,29,92,130,100,1504.9058992247685
1,5,2,1,USP,17,0,5,4,120.14196335916102
1,5,2,1,ASP,16,0,5,4,60.07098167958051
527,5,2,1,USP,38,742,1111,904,73602.30694840162
527,5,2,1,ASP,37,840,1111,904,12898.260656184028
1053,5,2,1,USP,40,1476,2042,1673,133667.73500499025
1053,5,2,1,ASP,39,1762,2042,1673,25845.547114537847
1579,5,2,1,USP,40,1612,2322,1900,188277.4174532417
1579,5,2,1,ASP,39,1792,2322,1900,29997.54845455412
2106,5,2,1,USP,40,1848,2593,2124,174575.1016206393
2106,5,2,1,ASP,39,1934,2593,2124,35624.31229865562
2632,5,2,1,USP,40,1884,2659,2177,181332.0905901653
2632,5,2,1,ASP,39,1944,2659,2177,34519.389630915866
3158,5,2,1,USP,40,1956,2779,2276,158201.64620422389
3158,5,2,1,ASP,39,1974,2779,2276,39283.531632418846
3684,5,2,1,USP,42,1978,2825,2312,372684.9004732243
3684,5,2,1,ASP,41,3000,2825,2312,38974.9655340794
4211,5,2,1,USP,42,2016,2864,2345,342110.0696006397
4211,5,2,1,ASP,41,3026,2864,2345,40522.16176161363
4737,5,2,1,USP,42,2024,2883,2360,297810.5062994718
4737,5,2,1,ASP,41,3026,2883,2360,41149.7074047644
5263,5,2,1,USP,42,2056,2920,2391,357078.5401081413
5263,5,2,1,ASP,41,3046,2920,2391,41379.619374274225
5789,5,2,1,USP,42,2034,2900,2374,343530.05155534914
5789,5,2,1,ASP,41,3030,2900,2374,41351.20723043981
6316,5,2,1,USP,42,2052,2918,2389,389976.78752002044
6316,5,2,1,ASP,41,3042,2918,2389,41301.67337237647
6842,5,2,1,USP,42,2054,2933,2401,355134.8497530468
6842,5,2,1,ASP,41,3038,2933,2401,43438.87909415218
7368,5,2,1,USP,42,2056,2928,2397,365203.51050761476
7368,5,2,1,ASP,41,3042,2928,2397,43858.00328915009
7894,5,2,1,USP,42,2058,2933,2401,363435.3182965508
7894,5,2,1,ASP,41,3042,2933,2401,46377.56316417329
8421,5,2,1,USP,42,2068,2950,2415,396905.77459746005
8421,5,2,1,ASP,41,3046,2950,2415,42427.77721898349
8947,5,2,1,USP,42,2068,2950,2415,373563.3433258899
8947,5,2,1,ASP,41,3046,2950,2415,41515.290689659225
9473,5,2,1,USP,42,2058,2943,2409,305212.7338700936
9473,5,2,1,ASP,41,3038,2943,2409,42140.47290967423
10000,5,2,1,USP,42,2068,2950,2415,328328.41235775274
10000,5,2,1,ASP,41,3046,2950,2415,43436.38828039116
1,5,3,1,USP,23,2,7,6,75.14662344215887
1,5,3,1,ASP,22,2,7,6,37.573311721079435
527,5,3,1,USP,42,1510,2105,1758,120483.88187156634
527,5,3,1,ASP,41,1840,2105,1758,23035.312070160442
1053,5,3,1,USP,44,2682,3759,3152,349288.35005732643
1053,5,3,1,ASP,43,3516,3759,3152,43780.19604516766
1579,5,3,1,USP,44,3470,5019,4205,371717.4581057914
1579,5,3,1,ASP,43,3890,5019,4205,58892.359415638566
2106,5,3,1,USP,46,4752,6638,5583,578449.9388977372
2106,5,3,1,ASP,45,6738,6638,5583,77253.38184401022
2632,5,3,1,USP,46,5100,7340,6172,670104.2408350719
2632,5,3,1,ASP,45,6860,7340,6172,90644.63941020422
3158,5,3,1,USP,46,6060,8620,7258,784290.4324780707
3158,5,3,1,ASP,45,7432,8620,7258,104170.73141412603
3684,5,3,1,USP,46,6966,9822,8284,787936.2420317722
3684,5,3,1,ASP,45,7986,9822,8284,117894.9276872853
4211,5,3,1,USP,46,7400,10546,8896,663879.0215948959
4211,5,3,1,ASP,45,8196,10546,8896,120932.10755599376
4737,5,3,1,USP,46,8206,11689,9859,732275.5592750321
4737,5,3,1,ASP,45,8642,11689,9859,138173.920073499
5263,5,3,1,USP,46,8850,12439,10511,1145716.196578933
5263,5,3,1,ASP,45,9090,12439,10511,154378.25770898993
5789,5,3,1,USP,46,9150,13082,11046,789420.589197477
5789,5,3,1,ASP,45,9174,13082,11046,160948.89329481014
6316,5,3,1,USP,48,10146,14344,12132,1514428.2684684957
6316,5,3,1,ASP,47,13914,14344,12132,175109.2800196761
6842,5,3,1,USP,48,10304,14751,12470,1638441.4964747215
6842,5,3,1,ASP,47,13934,14751,12470,186169.14048217278
7368,5,3,1,USP,48,11064,15719,13302,1889587.7591616947
7368,5,3,1,ASP,47,14422,15719,13302,193920.1625978986
7894,5,3,1,USP,48,11742,16455,13930,2028967.6937939385
7894,5,3,1,ASP,47,14884,16455,13930,201894.5542077476
8421,5,3,1,USP,48,12092,17028,14415,2138473.462281377
8421,5,3,1,ASP,47,15058,17028,14415,215512.42566329837
8947,5,3,1,USP,48,12636,17703,14998,1823108.8169801212
8947,5,3,1,ASP,47,15418,17703,14998,216102.66884066918
9473,5,3,1,USP,48,13092,18485,15658,2050162.5651150818
9473,5,3,1,ASP,47,15630,18485,15658,227211.65575850592
10000,5,3,1,USP,48,13070,18558,15719,1878649.329032424
10000,5,3,1,ASP,47,15584,18558,15719,235265.22942501333
1,5,4,1,USP,13,4,7,6,37.77916822283959
1,5,4,1,ASP,12,4,7,6,18.889584111419794
527,5,4,1,USP,43,1898,2725,2314,204660.3161166035
527,5,4,1,ASP,42,2100,2725,2314,30550.312259338894
1053,5,4,1,USP,45,3506,5013,4258,283569.44363861217
1053,5,4,1,ASP,44,4044,5013,4258,56578.82830714205
1579,5,4,1,USP,48,4750,6870,5835,746424.4509670167
1579,5,4,1,ASP,47,6776,6870,5835,79078.38726377628
2106,5,4,1,USP,48,6300,9052,7715,766451.0180461418
2106,5,4,1,ASP,47,7722,9052,7715,104662.92141446141
2632,5,4,1,USP,48,7368,10746,9156,774803.144934485
2632,5,4,1,ASP,47,8284,10746,9156,122499.58832721238
3158,5,4,1,USP,48,9236,13221,11297,637085.5925034154
3158,5,4,1,ASP,47,9484,13221,11297,151992.07275343468
3684,5,4,1,USP,50,10426,14836,12690,1621934.363269289
3684,5,4,1,ASP,49,14326,14836,12690,172741.10402060693
4211,5,4,1,USP,50,11632,16610,14214,1580431.697048721
4211,5,4,1,ASP,49,15032,16610,14214,191799.0638891797
4737,5,4,1,USP,50,13030,18460,15809,1777647.014563546
4737,5,4,1,ASP,49,15920,18460,15809,209623.00034749162
5263,5,4,1,USP,50,13886,19775,16942,1576656.0506727386
5263,5,4,1,ASP,49,16412,19775,16942,231217.8042164401
5789,5,4,1,USP,50,15140,21535,18472,1729905.5423072628
5789,5,4,1,ASP,49,17206,21535,18472,252537.43594253482
6316,5,4,1,USP,50,16378,23207,19893,1968773.3319968528
6316,5,4,1,ASP,49,17942,23207,19893,272091.9811134796
6842,5,4,1,USP,50,17418,24705,21200,2111939.5542577687
6842,5,4,1,ASP,49,18600,24705,21200,297640.82760863734
7368,5,4,1,USP,50,18168,26084,22385,1624948.4022299126
7368,5,4,1,ASP,49,18962,26084,22385,303299.133268261
7894,5,4,1,USP,50,19490,27841,23916,1976364.793364287
7894,5,4,1,ASP,49,19832,27841,23916,323313.6067621003
8421,5,4,1,USP,52,20772,29404,25273,4209063.301394844
8421,5,4,1,ASP,51,28894,29404,25273,347562.9830897049
8947,5,4,1,USP,52,21894,30919,26570,4419692.626665837
8947,5,4,1,ASP,51,29578,30919,26570,356841.05216323957
9473,5,4,1,USP,52,22608,32226,27694,4183950.722278353
9473,5,4,1,ASP,51,29926,32226,27694,377805.7734417581
10000,5,4,1,USP,52,23624,33590,28863,3797609.6299197236
10000,5,4,1,ASP,51,30554,33590,28863,393795.6346637845
1,5,5,1,USP,17,2,6,5,155.76273974026233
1,5,5,1,ASP,16,2,6,5,77.88136987013117
527,5,5,1,USP,45,2240,3142,2696,185010.40901827242
527,5,5,1,ASP,44,2372,3142,2696,35723.05037167161
1053,5,5,1,USP,47,4236,6080,5217,364793.7926178276
1053,5,5,1,ASP,46,4558,6080,5217,72032.22333872892
1579,5,5,1,USP,49,6004,8725,7503,801038.2832888667
1579,5,5,1,ASP,48,7656,8725,7503,101100.27264513307
2106,5,5,1,USP,49,7918,11531,9937,715186.7577149181
2106,5,5,1,ASP,48,8826,11531,9937,128432.50811719174
2632,5,5,1,USP,49,9782,14114,12168,947847.1929911377
2632,5,5,1,ASP,48,9988,14114,12168,161538.0512288124
3158,5,5,1,USP,51,11940,16899,14600,1711405.7745072008
3158,5,5,1,ASP,50,15534,16899,14600,196653.75732678053
3684,5,5,1,USP,51,13208,19164,16552,1634197.7081999045
3684,5,5,1,ASP,50,16176,19164,16552,213939.28894051415
4211,5,5,1,USP,51,15084,21761,18799,2001285.9681716778
4211,5,5,1,ASP,50,17352,21761,18799,253622.09473373555
4737,5,5,1,USP,52,16942,24215,20958,2174987.2529456676
4737,5,5,1,ASP,51,18620,24215,20958,280951.87985977426
5263,5,5,1,USP,51,17896,26006,22501,1634243.8862716686
5263,5,5,1,ASP,50,19078,26006,22501,303474.323433318
5789,5,5,1,USP,51,20032,28539,24721,2237034.1812172225
5789,5,5,1,ASP,50,20588,28539,24721,326283.32723384054
6316,5,5,1,USP,53,21422,30791,26672,5368614.03415086
6316,5,5,1,ASP,52,29564,30791,26672,352914.9678618557
6842,5,5,1,USP,53,23554,33553,29099,4322315.507324824
6842,5,5,1,ASP,52,31032,33553,29099,384979.58791769046
7368,5,5,1,USP,53,24218,34695,30068,4610404.525207054
7368,5,5,1,ASP,52,31348,34695,30068,405178.991234208
7894,5,5,1,USP,54,26486,37790,32770,4134592.2816296467
7894,5,5,1,ASP,53,32828,37790,32770,435521.0165645857
8421,5,5,1,USP,53,27636,39686,34411,4187718.4243093506
8421,5,5,1,ASP,52,33470,39686,34411,460951.33400070877
8947,5,5,1,USP,53,29094,42198,36599,5293780.932117647
8947,5,5,1,ASP,52,34278,42198,36599,485885.2417996714
9473,5,5,1,USP,53,31710,44938,39010,5072369.745881028
9473,5,5,1,ASP,52,36238,44938,39010,516952.5214647394
10000,5,5,1,USP,53,32488,46361,40235,4155303.1301660067
10000,5,5,1,ASP,52,36620,46361,40235,530799.7224032247
1,5,1,3,USP,11,0,4,3,143.6474134474769
1,5,1,3,ASP,10,0,4,3,71.82370672373845
527,5,1,3,USP,37,108,160,130,6399.672543849036
527,5,1,3,ASP,36,112,160,130,2174.4654536594535
1053,5,1,3,USP,37,108,160,130,5273.024091581614
1053,5,1,3,ASP,36,112,160,130,1770.7937031108734
1579,5,1,3,USP,37,108,160,130,4619.6927901108265
1579,5,1,3,ASP,36,112,160,130,1636.3437753435721
2106,5,1,3,USP,37,108,160,130,5722.9141267605455
2106,5,1,3,ASP,36,112,160,130,1982.5606979785516
2632,5,1,3,USP,37,108,160,130,6144.03222923604
2632,5,1,3,ASP,36,112,160,130,2147.1862457983534
3158,5,1,3,USP,37,108,160,130,5790.1676354266
3158,5,1,3,ASP,36,112,160,130,1905.6897592376026
3684,5,1,3,USP,37,108,160,130,5966.100496541857
3684,5,1,3,ASP,36,112,160,130,1738.4450318070253
4211,5,1,3,USP,37,108,160,130,5743.034403089156
4211,5,1,3,ASP,36,112,160,130,2198.3507136843305
4737,5,1,3,USP,37,108,160,130,4955.470890592703
4737,5,1,3,ASP,36,112,160,130,1799.0904491230103
5263,5,1,3,USP,37,108,160,130,6293.01462261888
5263,5,1,3,ASP,36,112,160,130,2053.189561730101
5789,5,1,3,USP,37,108,160,130,6307.324676032173
5789,5,1,3,ASP,36,112,160,130,1882.562748310055
6316,5,1,3,USP,37,108,160,130,5932.765688669757
6316,5,1,3,ASP,36,112,160,130,2034.9435678358932
6842,5,1,3,USP,37,108,160,130,6377.490591705664
6842,5,1,3,ASP,36,112,160,130,1928.789778695571
7368,5,1,3,USP,37,108,160,130,5121.06426673052
7368,5,1,3,ASP,36,112,160,130,1734.251110334946
7894,5,1,3,USP,37,108,160,130,5938.443887641293
7894,5,1,3,ASP,36,112,160,130,2259.5628003696816
8421,5,1,3,USP,37,108,160,130,6339.052906329229
8421,5,1,3,ASP,36,112,160,130,2105.6444969166823
8947,5,1,3,USP,37,108,160,130,6160.192825599283
8947,5,1,3,ASP,36,112,160,130,2321.2430044477815
9473,5,1,3,USP,37,108,160,130,6367.651601036579
9473,5,1,3,ASP,36,112,160,130,2033.326061131415
10000,5,1,3,USP,37,108,160,130,6320.123988060075
10000,5,1,3,ASP,36,112,160,130,1944.8419707260002
1,5,2,3,USP,24,6,9,8,300.49994044792703
1,5,2,3,ASP,23,6,9,8,150.24997022396352
527,5,2,3,USP,44,1026,1517,1306,95823.13295424086
527,5,2,3,ASP,43,1116,1517,1306,20044.320659582343
