numbers_of_terms,numbers_of_modes,maximum_lengths_of_terms,maximum_bosonic_occupations,circuit_types,numbers_of_qubits,nonclifford_rotation_counts,left_elbow_counts,right_elbow_counts,rescaling_factors
527,7,3,7,USP,64,3288,4491,4119,1156576.3860860115
527,7,3,7,ASP,63,3568,4491,4119,62157.26899784218
1053,7,3,7,USP,66,6190,8507,7819,2117517.7148809014
1053,7,3,7,ASP,65,6862,8507,7819,113335.32962216323
1579,7,3,7,USP,66,8726,11905,10960,2304105.079012772
1579,7,3,7,ASP,65,8884,11905,10960,170994.04011377893
2106,7,3,7,USP,68,11094,15028,13858,4309171.810768857
2106,7,3,7,ASP,67,12850,15028,13858,215905.23982692952
2632,7,3,7,USP,68,13556,18392,16973,4449987.373161574
2632,7,3,7,ASP,67,14814,18392,16973,256937.00524588168
3158,7,3,7,USP,68,15570,21209,19572,4570086.811068648
3158,7,3,7,ASP,67,16392,21209,19572,301162.9248393358
3684,7,3,7,USP,68,17882,24282,22424,6159130.390430303
3684,7,3,7,ASP,67,18262,24282,22424,336271.99441449385
4211,7,3,7,USP,68,19070,26044,24038,7309883.28021476
4211,7,3,7,ASP,67,19154,26044,24038,376851.9588395453
4737,7,3,7,USP,70,22264,30320,28006,8650540.163243819
4737,7,3,7,ASP,69,25828,30320,28006,434594.9699041512
5263,7,3,7,USP,70,23340,31837,29407,9124509.955493892
5263,7,3,7,ASP,69,26672,31837,29407,469146.93060648313
5789,7,3,7,USP,70,25186,34175,31614,9097804.98210292
5789,7,3,7,ASP,69,28256,34175,31614,503053.97265704226
6316,7,3,7,USP,70,27242,36868,34133,12550792.139705004
6316,7,3,7,ASP,69,29964,36868,34133,530078.8432357799
6842,7,3,7,USP,70,29290,39762,36798,9239350.285719847
6842,7,3,7,ASP,69,31554,39762,36798,596573.1753009814
7368,7,3,7,USP,70,30726,41689,38611,9150664.270635607
7368,7,3,7,ASP,69,32762,41689,38611,610917.9388094655
7894,7,3,7,USP,70,31784,43508,40233,16070330.150160901
7894,7,3,7,ASP,69,33426,43508,40233,632529.8772463186
8421,7,3,7,USP,70,34056,46463,43010,9132037.362702752
8421,7,3,7,ASP,69,35342,46463,43010,689437.5243773732
8947,7,3,7,USP,70,35202,47898,44365,13102392.261609824
8947,7,3,7,ASP,69,36328,47898,44365,714934.9607181533
9473,7,3,7,USP,70,38146,51714,47920,9184074.267204765
9473,7,3,7,ASP,69,38750,51714,47920,776783.7493342903
10000,7,3,7,USP,70,38474,52017,48233,9214674.13323327
10000,7,3,7,ASP,69,39098,52017,48233,777990.5385660889
1,7,4,7,USP,13,0,4,3,136.7992927682625
1,7,4,7,ASP,12,0,4,3,68.39964638413124
527,7,4,7,USP,65,4190,5767,5345,3261108.7534515625
527,7,4,7,ASP,64,4370,5767,5345,100315.35470039539
1053,7,4,7,USP,66,8264,11232,10423,2305099.9156364757
1053,7,4,7,ASP,65,8694,11232,10423,180097.4036832914
1579,7,4,7,USP,69,12594,17037,15856,12518391.848274428
1579,7,4,7,ASP,68,14328,17037,15856,285979.6081750013
2106,7,4,7,USP,69,15634,21311,19825,10963487.468600255
2106,7,4,7,ASP,68,16758,21311,19825,327069.1920856067
2632,7,4,7,USP,69,19460,26435,24617,11820153.283911865
2632,7,4,7,ASP,68,19920,26435,24617,440485.4877643359
3158,7,4,7,USP,71,22454,30511,28402,24869244.136035897
3158,7,4,7,ASP,70,26428,30511,28402,514675.2043305421
3684,7,4,7,USP,71,26514,35913,33482,25676107.348564487
3684,7,4,7,ASP,70,29844,35913,33482,601686.1906797207
4211,7,4,7,USP,71,29100,39437,36767,25665531.698595047
4211,7,4,7,ASP,70,31952,39437,36767,620640.1076957082
4737,7,4,7,USP,71,33474,45199,42198,24711375.375420265
4737,7,4,7,ASP,70,35664,45199,42198,750454.039327626
5263,7,4,7,USP,71,35656,48303,45054,24662334.683748983
5263,7,4,7,ASP,70,37350,48303,45054,827909.1504314584
5789,7,4,7,USP,71,38618,52552,48996,25954811.958999105
5789,7,4,7,ASP,70,39698,52552,48996,860156.93355384
6316,7,4,7,USP,71,41478,56357,52596,23337348.8994275
6316,7,4,7,ASP,70,42148,56357,52596,923229.5048061457
6842,7,4,7,USP,73,45714,61835,57731,48365304.00129645
6842,7,4,7,ASP,72,53886,61835,57731,1068439.6593958335
7368,7,4,7,USP,73,48904,66286,61921,49066772.20319533
7368,7,4,7,ASP,72,56558,66286,61921,1107056.6250614321
7894,7,4,7,USP,73,51772,70093,65489,51505058.569776945
7894,7,4,7,ASP,72,58946,70093,65489,1143813.8308377124
8421,7,4,7,USP,73,54664,73924,69080,52015698.78004949
8421,7,4,7,ASP,72,61360,73924,69080,1305237.8219511118
8947,7,4,7,USP,73,57546,77955,72839,48225975.646308124
8947,7,4,7,ASP,72,63698,77955,72839,1283355.5200012703
9473,7,4,7,USP,73,60352,81730,76385,51433481.99255383
9473,7,4,7,ASP,72,66046,81730,76385,1429170.7926464558
10000,7,4,7,USP,73,61988,84092,78557,52218316.65484435
10000,7,4,7,ASP,72,67302,84092,78557,1423753.5308278173
1,7,5,7,USP,39,10,14,13,183.17655540576962
1,7,5,7,ASP,38,10,14,13,91.58827770288481
527,7,5,7,USP,65,5324,7151,6692,2492766.4696157053
527,7,5,7,ASP,64,5430,7151,6692,128185.43253135058
1053,7,5,7,USP,67,10700,14380,13490,12427537.845725998
1053,7,5,7,ASP,66,10968,14380,13490,290424.5819707826
1579,7,5,7,USP,69,15240,20513,19222,31244523.333382543
1579,7,5,7,ASP,68,16754,20513,19222,393369.5389406248
2106,7,5,7,USP,70,19872,27025,25335,28253761.045754187
2106,7,5,7,ASP,69,20588,27025,25335,517549.00701417733
2632,7,5,7,USP,71,25336,34107,31990,73913558.52311532
2632,7,5,7,ASP,70,29294,34107,31990,646747.8488074533
3158,7,5,7,USP,71,28956,39185,36764,47078603.70527325
3158,7,5,7,ASP,70,32306,39185,36764,734115.4360283045
3684,7,5,7,USP,72,32892,44770,41953,70471984.4493079
3684,7,5,7,ASP,71,35450,44770,41953,934228.6044177361
4211,7,5,7,USP,71,39084,52690,49489,59677994.928424686
4211,7,5,7,ASP,70,40874,52690,49489,1074488.0517687902
4737,7,5,7,USP,71,44084,59332,55763,65286104.57341555
4737,7,5,7,ASP,70,45138,59332,55763,1195526.9595231453
5263,7,5,7,USP,72,47732,64416,60490,36941560.42286414
5263,7,5,7,ASP,71,48072,64416,60490,1287748.0189556943
5789,7,5,7,USP,74,51920,70278,66030,71993938.83180836
5789,7,5,7,ASP,73,59808,70278,66030,1346232.351566357
6316,7,5,7,USP,73,54700,73888,69387,127138298.08399779
6316,7,5,7,ASP,72,62082,73888,69387,1454704.7129002917
6842,7,5,7,USP,74,60814,82112,77163,116651572.34067062
6842,7,5,7,ASP,73,67300,82112,77163,1603787.9944041693
7368,7,5,7,USP,73,63706,86071,80921,138469140.08102623
7368,7,5,7,ASP,72,69790,86071,80921,1719796.5278757948
7894,7,5,7,USP,73,68488,92414,86885,143172556.5678349
7894,7,5,7,ASP,72,73814,92414,86885,1790892.1317509469
8421,7,5,7,USP,74,74826,100584,94677,131660301.62950963
8421,7,5,7,ASP,73,79396,100584,94677,2129593.6145149125
8947,7,5,7,USP,74,77674,104638,98419,139076041.39895707
8947,7,5,7,ASP,73,81620,104638,98419,2114858.051901172
9473,7,5,7,USP,73,80252,108422,101972,77241717.55804333
9473,7,5,7,ASP,72,83736,108422,101972,2221004.4194862247
10000,7,5,7,USP,73,84096,114026,107209,136137923.56122684
10000,7,5,7,ASP,72,86846,114026,107209,2237102.5346936784
1,7,1,15,USP,41,16,22,21,150.64785440657113
1,7,1,15,ASP,40,16,22,21,75.32392720328556
527,7,1,15,USP,65,320,420,378,24987.74701314267
527,7,1,15,ASP,64,364,420,378,4143.691571808783
1053,7,1,15,USP,65,320,420,378,21896.777907496256
1053,7,1,15,ASP,64,364,420,378,3704.0267613136766
1579,7,1,15,USP,65,320,420,378,24562.094438365282
1579,7,1,15,ASP,64,364,420,378,3992.305713323501
2106,7,1,15,USP,65,320,420,378,22083.39277898216
2106,7,1,15,ASP,64,364,420,378,3828.7189508136235
2632,7,1,15,USP,65,320,420,378,25123.46638109944
2632,7,1,15,ASP,64,364,420,378,4765.387414197046
3158,7,1,15,USP,65,320,420,378,24195.120780625162
3158,7,1,15,ASP,64,364,420,378,4284.049741352779
3684,7,1,15,USP,65,320,420,378,25378.703652057357
3684,7,1,15,ASP,64,364,420,378,4295.370995915633
4211,7,1,15,USP,65,320,420,378,19418.940424595883
4211,7,1,15,ASP,64,364,420,378,3870.991388206636
4737,7,1,15,USP,65,320,420,378,24326.588799540365
4737,7,1,15,ASP,64,364,420,378,3607.6185146977346
5263,7,1,15,USP,65,320,420,378,23976.218603100606
5263,7,1,15,ASP,64,364,420,378,4823.959835452742
5789,7,1,15,USP,65,320,420,378,23597.61828657858
5789,7,1,15,ASP,64,364,420,378,4334.958978896384
6316,7,1,15,USP,65,320,420,378,23597.039499396786
6316,7,1,15,ASP,64,364,420,378,4063.1004846147152
6842,7,1,15,USP,65,320,420,378,21019.978348472214
6842,7,1,15,ASP,64,364,420,378,3912.3410107239333
7368,7,1,15,USP,65,320,420,378,23603.327571172387
7368,7,1,15,ASP,64,364,420,378,4755.235501635318
7894,7,1,15,USP,65,320,420,378,25438.271175042268
7894,7,1,15,ASP,64,364,420,378,4374.91391291171
8421,7,1,15,USP,65,320,420,378,21272.83145003966
8421,7,1,15,ASP,64,364,420,378,4079.759339592084
8947,7,1,15,USP,65,320,420,378,24975.714195937
8947,7,1,15,ASP,64,364,420,378,4562.997623045541
9473,7,1,15,USP,65,320,420,378,16969.706043245707
9473,7,1,15,ASP,64,364,420,378,3426.4957070093765
10000,7,1,15,USP,65,320,420,378,25018.20219426904
10000,7,1,15,ASP,64,364,420,378,5216.964872474852
1,7,2,15,USP,13,0,4,3,10.133364215346404
1,7,2,15,ASP,12,0,4,3,5.066682107673202
527,7,2,15,USP,72,3448,4378,4105,814466.2069793718
527,7,2,15,ASP,71,3926,4378,4105,54706.34227835082
1053,7,2,15,USP,72,5486,6993,6559,927742.1693015529
1053,7,2,15,ASP,71,5642,6993,6559,90511.50854980267
1579,7,2,15,USP,74,7270,9264,8695,3188103.025261213
1579,7,2,15,ASP,73,8180,9264,8695,116280.93093422786
2106,7,2,15,USP,74,8882,11347,10651,2009263.3673627977
2106,7,2,15,ASP,73,9538,11347,10651,158838.8200174235
2632,7,2,15,USP,74,9208,11773,11039,2649405.9667666866
2632,7,2,15,ASP,73,9788,11773,11039,146629.85507496988
3158,7,2,15,USP,74,10384,13256,12443,2718673.2227332033
3158,7,2,15,ASP,73,10806,13256,12443,189487.2662642405
3684,7,2,15,USP,74,11426,14522,13645,2425898.0415237956
3684,7,2,15,ASP,73,11720,14522,13645,197305.11575359938
4211,7,2,15,USP,74,11416,14515,13636,2746818.1138675306
4211,7,2,15,ASP,73,11706,14515,13636,199592.93380494197
4737,7,2,15,USP,74,11822,15034,14123,3061483.536673664
4737,7,2,15,ASP,73,12048,15034,14123,216488.12898318714
5263,7,2,15,USP,74,12382,15765,14812,2892265.42470836
5263,7,2,15,ASP,73,12524,15765,14812,224786.75676731995
5789,7,2,15,USP,74,12678,16092,15126,3228244.581582417
5789,7,2,15,ASP,73,12794,16092,15126,234798.6965400013
6316,7,2,15,USP,74,12652,16093,15123,2987028.576617271
6316,7,2,15,ASP,73,12760,16093,15123,241355.80868441737
6842,7,2,15,USP,74,12854,16334,15352,2671687.5866427855
6842,7,2,15,ASP,73,12938,16334,15352,256719.33248170427
7368,7,2,15,USP,74,12850,16352,15363,2450203.792379573
7368,7,2,15,ASP,73,12920,16352,15363,234222.40640565168
7894,7,2,15,USP,74,13020,16580,15574,2572652.7984715546
7894,7,2,15,ASP,73,13056,16580,15574,231926.14529058093
8421,7,2,15,USP,74,13200,16796,15779,2741803.6914366344
8421,7,2,15,ASP,73,13214,16796,15779,254544.2602207966
8947,7,2,15,USP,74,13192,16792,15775,2697260.645308475
8947,7,2,15,ASP,73,13206,16792,15775,264283.27876977326
9473,7,2,15,USP,76,13520,17173,16145,5276805.761189214
9473,7,2,15,ASP,75,15560,17173,16145,271430.13522784953
10000,7,2,15,USP,76,13392,17036,16007,5539897.391828244
10000,7,2,15,ASP,75,15430,17036,16007,253392.22038299282
1,7,3,15,USP,55,18,24,23,735.020174261928
1,7,3,15,ASP,54,18,24,23,367.510087130964
527,7,3,15,USP,73,5506,6977,6609,2895240.387097166
527,7,3,15,ASP,72,5794,6977,6609,109359.48579718222
1053,7,3,15,USP,75,10046,12764,12104,5402879.899080853
1053,7,3,15,ASP,74,10774,12764,12104,205130.2357377527
1579,7,3,15,USP,75,14534,18458,17510,6418605.578374634
1579,7,3,15,ASP,74,14686,18458,17510,289278.80069636065
2106,7,3,15,USP,77,18898,23878,22692,12317666.20497543
2106,7,3,15,ASP,76,20622,23878,22692,410700.9450415705
2632,7,3,15,USP,77,23858,30036,28583,12928292.35774843
2632,7,3,15,ASP,76,25048,30036,28583,502045.2841845582
3158,7,3,15,USP,77,27632,34820,33150,13103449.627420336
3158,7,3,15,ASP,76,28388,34820,33150,592845.2667274659
3684,7,3,15,USP,77,30528,38565,36704,23587813.920940094
3684,7,3,15,ASP,76,30902,38565,36704,655338.5090982732
4211,7,3,15,USP,79,33932,42799,40731,25484378.186110303
4211,7,3,15,ASP,78,37988,42799,40731,700678.939894521
4737,7,3,15,USP,79,37420,47089,44867,25922653.826540317
4737,7,3,15,ASP,78,41168,47089,44867,812748.774416013
5263,7,3,15,USP,79,40152,50667,48252,25973852.528697513
5263,7,3,15,ASP,78,43514,50667,48252,833756.132174284
5789,7,3,15,USP,79,43170,54434,51860,26096151.002110302
5789,7,3,15,ASP,78,46214,54434,51860,930086.2798591297
6316,7,3,15,USP,79,45918,57971,55211,25937619.432345547
6316,7,3,15,ASP,78,48590,57971,55211,989774.5207326899
6842,7,3,15,USP,79,49562,62509,59574,26166588.43873483
6842,7,3,15,ASP,78,51884,62509,59574,1107758.090871342
7368,7,3,15,USP,79,53148,67137,63971,27122474.249835726
7368,7,3,15,ASP,78,55008,67137,63971,1113773.3465700506
7894,7,3,15,USP,79,56512,70994,67721,41112579.85035941
7894,7,3,15,ASP,78,58158,70994,67721,1219123.736722838
8421,7,3,15,USP,79,60284,75791,72305,46952851.8331422
8421,7,3,15,ASP,78,61504,75791,72305,1361551.6434502874
8947,7,3,15,USP,79,61764,77841,74218,25950076.392499246
8947,7,3,15,ASP,78,62710,77841,74218,1341683.735990052
9473,7,3,15,USP,79,64906,81662,77919,26056582.142794684
9473,7,3,15,ASP,78,65612,81662,77919,1427011.1226522783
10000,7,3,15,USP,79,66276,83666,79785,25711723.32257781
10000,7,3,15,ASP,78,66706,83666,79785,1450879.6998294592
1,7,4,15,USP,56,32,43,42,98.0647013288567
1,7,4,15,ASP,55,32,43,42,49.03235066442835
527,7,4,15,USP,74,7190,9228,8788,6072085.414467949
527,7,4,15,ASP,73,7334,9228,8788,148038.58846732858
1053,7,4,15,USP,75,14556,18303,17506,21948675.114435785
1053,7,4,15,ASP,74,15010,18303,17506,379902.0267676327
1579,7,4,15,USP,78,21538,26922,25767,52147674.53737449
1579,7,4,15,ASP,77,23324,26922,25767,574836.1789709377
2106,7,4,15,USP,78,28152,35411,33896,41213528.860901445
2106,7,4,15,ASP,77,29218,35411,33896,784665.2637886425
2632,7,4,15,USP,78,33916,42603,40781,42534313.14292061
2632,7,4,15,ASP,77,34368,42603,40781,906383.6614908281
3158,7,4,15,USP,80,39492,49782,47647,103915876.56205848
3158,7,4,15,ASP,79,43414,49782,47647,1123013.8138997166
3684,7,4,15,USP,80,45358,57131,54690,87664003.1048581
3684,7,4,15,ASP,79,48668,57131,54690,1202752.7491547312
4211,7,4,15,USP,80,52274,65525,62781,96853351.55150394
4211,7,4,15,ASP,79,54978,65525,62781,1412338.854594138
4737,7,4,15,USP,80,56538,71231,68228,102273495.26890475
4737,7,4,15,ASP,79,58724,71231,68228,1517185.9896573178
5263,7,4,15,USP,80,60908,76817,73548,104243146.8267325
5263,7,4,15,ASP,79,62562,76817,73548,1634695.6323418955
5789,7,4,15,USP,80,68062,85549,82022,103735314.60261118
5789,7,4,15,ASP,79,69200,85549,82022,1799509.8117847503
6316,7,4,15,USP,80,72944,91583,87789,102299714.73044434
6316,7,4,15,ASP,79,73546,91583,87789,1988436.8132719402
6842,7,4,15,USP,80,78422,98504,94410,98843524.50309405
6842,7,4,15,ASP,79,78426,98504,94410,2181435.119592461
7368,7,4,15,USP,82,82522,103967,99627,209003309.64513165
7368,7,4,15,ASP,81,90226,103967,99627,2457550.3539464884
7894,7,4,15,USP,82,90344,113216,108610,207205952.14009458
7894,7,4,15,ASP,81,97516,113216,108610,2633382.0463923956
8421,7,4,15,USP,82,94714,119254,114316,195798456.4282353
8421,7,4,15,ASP,81,101222,119254,114316,2630165.208008681
8947,7,4,15,USP,82,97562,122415,117412,206132210.26480472
8947,7,4,15,ASP,81,103940,122415,117412,2855693.0261922986
9473,7,4,15,USP,82,106058,132981,127615,208080227.44167745
9473,7,4,15,ASP,81,111710,132981,127615,3178483.578527832
10000,7,4,15,USP,82,112078,140231,134617,207603424.3630066
10000,7,4,15,ASP,81,117234,140231,134617,3450299.033427681
1,7,5,15,USP,48,18,23,22,26.45871437228618
1,7,5,15,ASP,47,18,23,22,13.22935718614309
527,7,5,15,USP,74,9578,12028,11549,10671219.529434811
527,7,5,15,ASP,73,9644,12028,11549,361483.0782616398
1053,7,5,15,USP,76,18474,23071,22175,23901077.496857375
1053,7,5,15,ASP,75,18730,23071,22175,640545.5163772758
1579,7,5,15,USP,79,26534,33332,32020,138524141.18372208
1579,7,5,15,ASP,78,28006,33332,32020,1048394.6166206878
2106,7,5,15,USP,78,34316,43163,41465,78336389.23527467
2106,7,5,15,ASP,77,35016,43163,41465,1233176.2925645004
2632,7,5,15,USP,81,44500,55577,53486,170693876.76562658
2632,7,5,15,ASP,80,48510,55577,53486,1605833.881880047
3158,7,5,15,USP,80,52346,65292,62829,406028251.63862777
3158,7,5,15,ASP,79,55612,65292,62829,1855205.0348185739
3684,7,5,15,USP,80,58236,73076,70274,405737526.2609212
3684,7,5,15,ASP,79,60824,73076,70274,2201014.32537303
4211,7,5,15,USP,80,65742,82404,79272,159510288.06212097
4211,7,5,15,ASP,79,67670,82404,79272,2398491.505067431
4737,7,5,15,USP,80,73650,92350,88812,229816423.14639986
4737,7,5,15,ASP,79,74764,92350,88812,2759387.853003834
5263,7,5,15,USP,80,83534,104315,100445,347069799.7674173
5263,7,5,15,ASP,79,83986,104315,100445,3196131.601895401
5789,7,5,15,USP,83,90956,114058,109802,667705586.1787903
5789,7,5,15,ASP,82,98826,114058,109802,3427597.911725682
6316,7,5,15,USP,83,98648,123500,118926,592398228.1576006
6316,7,5,15,ASP,82,105884,123500,118926,3804455.5150520545
6842,7,5,15,USP,82,102174,128220,123392,785717912.0367885
6842,7,5,15,ASP,81,108902,128220,123392,3929014.0662495727
7368,7,5,15,USP,83,114308,143147,137879,731991799.2918997
7368,7,5,15,ASP,82,120156,143147,137879,4368476.611707486
7894,7,5,15,USP,82,118668,148739,143220,661492245.9849939
7894,7,5,15,ASP,81,124014,148739,143220,4488841.755109369
8421,7,5,15,USP,83,130606,163639,157601,817511597.2631682
8421,7,5,15,ASP,82,134914,163639,157601,5165366.357168946
8947,7,5,15,USP,83,135848,169986,163739,812012094.645956
8947,7,5,15,ASP,82,139738,169986,163739,5419502.0614286885
9473,7,5,15,USP,82,144772,181247,174655,787848863.5048844
9473,7,5,15,ASP,81,147972,181247,174655,5885206.263194098
10000,7,5,15,USP,82,149876,187402,180583,827861720.8072453
10000,7,5,15,ASP,81,152622,187402,180583,5874447.351694164
1,9,1,1,USP,15,0,4,3,187.66560915736312
1,9,1,1,ASP,14,0,4,3,93.83280457868156
527,9,1,1,USP,44,160,234,180,7825.880040541158
527,9,1,1,ASP,43,180,234,180,3162.0308028519244
1053,9,1,1,USP,44,160,234,180,8984.166258478455
1053,9,1,1,ASP,43,180,234,180,3231.208777055327
1579,9,1,1,USP,44,160,234,180,7991.879417836008
1579,9,1,1,ASP,43,180,234,180,2825.6548328223307
2106,9,1,1,USP,44,160,234,180,8907.888915504036
2106,9,1,1,ASP,43,180,234,180,2854.5098705585337
2632,9,1,1,USP,44,160,234,180,8915.409968238293
2632,9,1,1,ASP,43,180,234,180,3485.8026557398102
3158,9,1,1,USP,44,160,234,180,8811.619085226166
3158,9,1,1,ASP,43,180,234,180,3036.1554441009534
3684,9,1,1,USP,44,160,234,180,8093.655013414395
3684,9,1,1,ASP,43,180,234,180,2868.0237825929803
4211,9,1,1,USP,44,160,234,180,8290.476580374157
4211,9,1,1,ASP,43,180,234,180,3221.6218889732672
4737,9,1,1,USP,44,160,234,180,7951.389581764689
4737,9,1,1,ASP,43,180,234,180,3097.9784018990886
5263,9,1,1,USP,44,160,234,180,7530.65443388859
5263,9,1,1,ASP,43,180,234,180,3527.4665783020296
5789,9,1,1,USP,44,160,234,180,8761.50456130591
5789,9,1,1,ASP,43,180,234,180,3274.1889293842437
6316,9,1,1,USP,44,160,234,180,8843.883787097337
6316,9,1,1,ASP,43,180,234,180,3004.642161085644
6842,9,1,1,USP,44,160,234,180,8917.940307595129
6842,9,1,1,ASP,43,180,234,180,2863.055976046298
7368,9,1,1,USP,44,160,234,180,8772.365805579035
7368,9,1,1,ASP,43,180,234,180,3091.498268561902
7894,9,1,1,USP,44,160,234,180,8789.655431670455
7894,9,1,1,ASP,43,180,234,180,3144.316203484769
8421,9,1,1,USP,44,160,234,180,8711.042661601652
8421,9,1,1,ASP,43,180,234,180,3263.195114367939
8947,9,1,1,USP,44,160,234,180,8820.971160056544
8947,9,1,1,ASP,43,180,234,180,3714.730248910524
9473,9,1,1,USP,44,160,234,180,9019.143587496075
9473,9,1,1,ASP,43,180,234,180,3428.800752864283
10000,9,1,1,USP,44,160,234,180,8741.045044692471
10000,9,1,1,ASP,43,180,234,180,3401.882153694474
1,9,2,1,USP,16,2,5,4,66.18989224626088
1,9,2,1,ASP,15,2,5,4,33.09494612313044
527,9,2,1,USP,52,1090,1529,1247,101607.24607318171
527,9,2,1,ASP,51,1550,1529,1247,18211.457611995436
1053,9,2,1,USP,52,1922,2739,2240,159139.45196578503
1053,9,2,1,ASP,51,1948,2739,2240,33515.50217434116
1579,9,2,1,USP,54,2598,3700,3030,247495.43562420795
1579,9,2,1,ASP,53,3306,3700,3030,44714.40108436642
2106,9,2,1,USP,54,3172,4467,3661,314327.06540565036
2106,9,2,1,ASP,53,3608,4467,3661,56034.11468341119
2632,9,2,1,USP,54,3742,5252,4308,354854.78118822677
2632,9,2,1,ASP,53,3902,5252,4308,66696.46195369509
3158,9,2,1,USP,54,3954,5644,4626,319558.541667824
3158,9,2,1,ASP,53,3966,5644,4626,70124.20206684849
3684,9,2,1,USP,56,4392,6249,5126,557649.6313306771
3684,9,2,1,ASP,55,6242,6249,5126,77748.88091120642
4211,9,2,1,USP,56,4700,6706,5498,608490.8871523241
4211,9,2,1,ASP,55,6380,6706,5498,84592.83219573174
4737,9,2,1,USP,56,4988,7145,5862,746297.3963656211
4737,9,2,1,ASP,55,6518,7145,5862,95738.797215174
5263,9,2,1,USP,56,5274,7409,6082,802414.9549148552
5263,9,2,1,ASP,55,6716,7409,6082,93614.22089877774
5789,9,2,1,USP,56,5374,7567,6212,655828.6362986558
5789,9,2,1,ASP,55,6760,7567,6212,99726.13228837906
6316,9,2,1,USP,56,5702,8133,6674,747798.5400251066
6316,9,2,1,ASP,55,6880,8133,6674,105967.55119672244
6842,9,2,1,USP,56,5738,8165,6701,670377.7113985233
6842,9,2,1,ASP,55,6906,8165,6701,106202.17599778577
7368,9,2,1,USP,56,5830,8313,6822,599301.9104143593
7368,9,2,1,ASP,55,6944,8313,6822,110642.95378882831
7894,9,2,1,USP,56,5942,8507,6980,792849.5959990728
7894,9,2,1,ASP,55,6984,8507,6980,115121.29612262142
8421,9,2,1,USP,56,6050,8595,7054,670161.4400295812
8421,9,2,1,ASP,55,7064,8595,7054,111627.85979120366
8947,9,2,1,USP,56,6136,8713,7152,712477.1152128218
8947,9,2,1,ASP,55,7110,8713,7152,116320.81603446994
9473,9,2,1,USP,56,6264,8883,7292,749421.9827334274
9473,9,2,1,ASP,55,7178,8883,7292,121695.55820483097
10000,9,2,1,USP,56,6328,9006,7392,732270.5824204821
10000,9,2,1,ASP,55,7196,9006,7392,119934.25057146915
1,9,3,1,USP,16,2,5,4,144.7703096699914
1,9,3,1,ASP,15,2,5,4,72.3851548349957
527,9,3,1,USP,54,1738,2414,2014,144570.17130234768
527,9,3,1,ASP,53,1962,2414,2014,29149.535527845954
1053,9,3,1,USP,56,2826,4044,3380,290822.5070813198
1053,9,3,1,ASP,55,3546,4044,3380,44564.10923075386
1579,9,3,1,USP,56,4264,6032,5055,288355.3821074748
1579,9,3,1,ASP,55,4358,6032,5055,70796.05751661274
2106,9,3,1,USP,58,5470,7708,6463,549426.7044826788
2106,9,3,1,ASP,57,7076,7708,6463,88695.92415948697
2632,9,3,1,USP,58,6828,9661,8108,579292.709668892
2632,9,3,1,ASP,57,7818,9661,8108,112213.12302880426
3158,9,3,1,USP,58,7966,11395,9568,547112.6678558087
3158,9,3,1,ASP,57,8408,11395,9568,129011.57695258858
3684,9,3,1,USP,60,9328,13269,11153,1175817.1908856905
3684,9,3,1,ASP,59,13288,13269,11153,152023.6062208357
